ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
68167,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Books / Physical media",29,17,"Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end","Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,1400.0,Weekly,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;SQL;TypeScript,Microsoft SQL Server;Redis,Microsoft SQL Server;Redis,DigitalOcean,DigitalOcean,Angular.js;ASP.NET;ASP.NET Core ;jQuery,Angular;Angular.js;ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Ansible;Chef;Docker;Git,Ansible;Chef;Docker;Git,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Google it;Play games,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too short,Easy,75650.0
68259,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25 - 34 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",7,6,"Developer, front-end;Developer, full-stack;Developer, back-end","1,000 to 4,999 employees",EUR European Euro,36400.0,Yearly,C#;Java;JavaScript;Python;SQL,C#;Java;JavaScript;Python;Ruby;SQL,MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite,Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,Microsoft Azure,AWS;Microsoft Azure,ASP.NET;ASP.NET Core ;Django;jQuery,ASP.NET Core ;Django;jQuery;React.js;Ruby on Rails;Vue.js,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Git,Ansible;Docker;Git;Xamarin,Android Studio;Eclipse;IntelliJ;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Eclipse;IntelliJ;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,39348.0
68282,I am a developer by profession,Employed full-time,Portugal,,,"Professional degree (JD, MD, etc.)",11 - 17 years,Coding Bootcamp;School;Online Courses or Certification,8,4,"Developer, full-stack;Developer, back-end;Database administrator;Data or business analyst",10 to 19 employees,EUR European Euro,800.0,Monthly,HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;Swift,JavaScript;PHP;Python;SQL,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Firebase;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,,,jQuery;Laravel;Vue.js,Laravel;Vue.js,Pandas,,Git,Git,Vim;Visual Studio Code;Webstorm,IntelliJ;Vim;Visual Studio Code,Linux-based,Visit Stack Overflow;Google it,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,I am blind / have difficulty seeing,None of the above,Appropriate in length,Neither easy nor difficult,10380.0
68793,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc)",7,3,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Student",100 to 499 employees,EUR European Euro,2000.0,Monthly,C;C++;HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript,HTML/CSS;JavaScript;Node.js;TypeScript,Oracle;PostgreSQL,,,,Angular,Angular;React.js;Vue.js,,,Git,Git,Visual Studio;Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,25944.0
68894,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);School",6,1,Other (please specify):,"10,000 or more employees",EUR European Euro,26000.0,Yearly,C;C++;JavaScript;Node.js;Perl;Python;SQL,C;C++;JavaScript;Node.js;Python;SQL,PostgreSQL,MySQL;PostgreSQL;SQLite,Google Cloud Platform,AWS,,,NumPy,,,,Visual Studio,,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, not at all",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have a concentration and/or memory disorder (e.g. ADHD);I have an anxiety disorder,Appropriate in length,Easy,28105.0
69029,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Books / Physical media",13,7,"Developer, back-end","1,000 to 4,999 employees",EUR European Euro,1900.0,Monthly,Assembly;Bash/Shell;C;C#;COBOL;Haskell;HTML/CSS;Java;JavaScript;LISP;Matlab;Node.js;PHP;PowerShell;Python;Ruby;SQL;TypeScript;VBA,C++;Dart;Elixir;Go;Groovy;Java;JavaScript;Kotlin;Node.js;Python;Rust;TypeScript,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Elasticsearch;Redis;SQLite,Google Cloud Platform;Heroku;Microsoft Azure,Google Cloud Platform,Angular;Angular.js;ASP.NET;Drupal;Express;jQuery;Laravel;React.js;Ruby on Rails;Spring,Angular;Spring,.NET Framework;.NET Core / .NET 5;Cordova,Flutter;Hadoop;React Native,Git;Kubernetes,Docker;Git;Kubernetes,Android Studio;Atom;Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Vim;Visual Studio;Visual Studio Code,Android Studio;IntelliJ;Notepad++;Visual Studio Code;Xcode,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Panic,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,I am deaf / hard of hearing,None of the above,Appropriate in length,Easy,24648.0
69214,I am a student who is learning to code,"Not employed, but looking for work",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,School,3,,Student,,,,,HTML/CSS;PHP;SQL,JavaScript;Node.js;Python,MySQL,,,,,,,,,,Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow,Daily or almost daily,No,,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
69510,I am a developer by profession,Employed full-time,Portugal,,,Some college/university study without earning a degree,11 - 17 years,Colleague,6,2,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, embedded applications or devices;Designer",2 to 9 employees,EUR European Euro,725.0,Monthly,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript,HTML/CSS;JavaScript;Node.js;PHP;SQL;TypeScript,MariaDB;Microsoft SQL Server;MySQL,MariaDB;Microsoft SQL Server;MySQL,,,Angular.js,Angular;Angular.js;ASP.NET;ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Git,Git,Android Studio;Atom;Notepad++;Visual Studio,Android Studio;Atom;Notepad++;Visual Studio,Windows,Call a coworker or friend;Visit Stack Overflow,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,,I have an anxiety disorder,Too short,Easy,9408.0
69656,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member;Books / Physical media",18,15,"Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,EUR European Euro,45000.0,Monthly,HTML/CSS;JavaScript;Node.js;SQL;TypeScript,Go;HTML/CSS;JavaScript;Node.js;Rust;TypeScript,DynamoDB;MySQL;PostgreSQL,DynamoDB;MySQL;PostgreSQL,AWS;Google Cloud Platform,AWS;Google Cloud Platform,Express;React.js,Express;React.js,,,Git;Yarn,Git;Yarn,Visual Studio Code,Visual Studio Code,MacOS,Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Bisexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,583728.0
69926,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,18,14,"Developer, mobile;Product manager",20 to 99 employees,EUR European Euro,2056.0,Monthly,Bash/Shell;Java;JavaScript;Kotlin;Objective-C;Ruby;Swift,JavaScript;Kotlin;Swift,Firebase;PostgreSQL;Redis;SQLite,DynamoDB;PostgreSQL;SQLite,AWS;Heroku,AWS;Google Cloud Platform,Express,Vue.js,React Native,Flutter,Docker;Git,Ansible;Git,Android Studio;Sublime Text;Visual Studio Code;Xcode,Android Studio;Sublime Text;Xcode,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Other (please specify):,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,26664.0
69976,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum",13,7,"Developer, back-end",100 to 499 employees,EUR European Euro,58000.0,Yearly,Go;Java;Kotlin;Ruby;TypeScript,Go;Ruby;TypeScript,Elasticsearch;MongoDB;PostgreSQL;Redis,Elasticsearch;MongoDB;PostgreSQL;Redis,AWS,AWS;Heroku,React.js,,,,Docker;Git;Kubernetes,Docker;Git;Kubernetes,Emacs;Neovim;Visual Studio Code,Emacs;Neovim;Visual Studio Code,Linux-based,Google it,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,62697.0
69985,I am a student who is learning to code,Employed part-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",6,,"Engineer, data;Data scientist or machine learning specialist;Developer, back-end;Database administrator",,,,,Assembly;Bash/Shell;C;C++;Go;Haskell;HTML/CSS;Java;JavaScript;Kotlin;LISP;Matlab;Node.js;Perl;PHP;Python;R;SQL;TypeScript,Bash/Shell;C;C#;C++;Java;JavaScript;LISP;Matlab;Node.js;Objective-C;Perl;Python;R;Ruby;Rust;Scala;SQL;TypeScript,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,AWS,AWS;Heroku,Django;Flask;React.js,Angular.js;Django;FastAPI;Flask;React.js;Ruby on Rails;Vue.js,Apache Spark;NumPy,Apache Spark;NumPy;React Native;TensorFlow;Torch/PyTorch,Git;Yarn,Git;Yarn,Android Studio;Emacs;IntelliJ;Neovim;PyCharm;Rider;RStudio;RubyMine;Vim;Visual Studio Code,Emacs;RStudio;Vim;Visual Studio Code,Linux-based,Call a coworker or friend;Watch help / tutorial videos;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have an anxiety disorder,Appropriate in length,Easy,
69998,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Coding Bootcamp;Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification;Books / Physical media",10,5,"Developer, front-end;Developer, full-stack",20 to 99 employees,EUR European Euro,,Monthly,HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript;VBA,HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript,MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL,AWS;Microsoft Azure,,Angular;Express;Gatsby;jQuery;React.js;Spring;Vue.js,Angular;Gatsby;jQuery;React.js;Spring;Vue.js,Qt,,Docker;Git;Yarn,Docker;Git;Yarn,Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Vim;Visual Studio Code,IntelliJ;Notepad++;Sublime Text;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,
70918,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Books / Physical media,12,7,"Developer, front-end;DevOps specialist",100 to 499 employees,EUR European Euro,55000.0,Yearly,Bash/Shell;Java;PowerShell;Python;SQL,Go;Kotlin;Python;SQL,Elasticsearch;IBM DB2;MariaDB;PostgreSQL;Redis,PostgreSQL;Redis,Microsoft Azure,Microsoft Azure,FastAPI,FastAPI;React.js,NumPy,Apache Spark,Docker;Git;Kubernetes,Docker;Git;Kubernetes;Terraform,Eclipse;IntelliJ;Vim;Visual Studio Code,IntelliJ;Vim;Visual Studio Code,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,59454.0
70923,I am a student who is learning to code,"Student, full-time",Portugal,,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",18 - 24 years,Online Forum,1,,,,,,,Java;Python,C#;JavaScript;Kotlin,,,,,,,,,,,NetBeans;PyCharm;Visual Studio Code,,Windows,Call a coworker or friend;Visit Stack Overflow;Google it,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",Yes,18-24 years old,Man,No,Straight / Heterosexual,Black or of African descent,None of the above,I have an anxiety disorder,Too long,Easy,
70948,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School",16,4,"Developer, full-stack;Developer, back-end",100 to 499 employees,EUR European Euro,,,HTML/CSS;Java;JavaScript,HTML/CSS;Java;JavaScript;Kotlin;Python;Scala;TypeScript,,,,,jQuery;Spring,Spring,,,Ansible;Git,Docker;Git,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Panic,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Gay or Lesbian,White or of European descent,None of the above,I have an anxiety disorder,Appropriate in length,Easy,
70971,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,School,20,15,"Developer, back-end;Engineering manager;Engineer, site reliability","5,000 to 9,999 employees",EUR European Euro,70000.0,Yearly,C#;Go;HTML/CSS;Java;JavaScript;Node.js;PHP;Python,C#;Elixir;Erlang;Go;HTML/CSS;Java;Node.js;PHP;Python,DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;Redis,DynamoDB;Elasticsearch;MariaDB;MySQL;Redis,AWS,AWS,ASP.NET Core ;Laravel;React.js;Spring;Symfony;Vue.js,ASP.NET Core ;Laravel;React.js;Svelte;Symfony;Vue.js,,,Docker;Git;Kubernetes;Terraform,Docker;Git;Kubernetes;Terraform,IntelliJ;PHPStorm;Rider;Visual Studio Code,IntelliJ;PHPStorm;Rider;Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,No,,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,75669.0
71321,"I used to be a developer by profession, but no longer am",Employed full-time,Portugal,,,"Associate degree (A.A., A.S., etc.)",18 - 24 years,Colleague,25,11,"Developer, full-stack;DevOps specialist;Designer",,,,,Bash/Shell;C#;Groovy;HTML/CSS;Java;JavaScript;PHP;SQL,Delphi,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Oracle,,,,ASP.NET;jQuery;Spring,,.NET Framework,TensorFlow,Git,,Android Studio;Eclipse;Notepad++;Vim;Visual Studio,,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per month or weekly,No,,"No, not really",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Appropriate in length,Easy,
